target_id,dataset,stem,status,lddt,n_matched_atoms,n_contacts,error
denovo_pdb__7hj0_A,denovo_pdb,7hj0_A,ok,0.8784877025714268,971,126,
denovo_pdb__7hj1_A,denovo_pdb,7hj1_A,ok,0.876215096239495,971,126,
denovo_pdb__7hj2_A,denovo_pdb,7hj2_A,ok,0.8886725057809814,971,126,
denovo_pdb__7hj3_A,denovo_pdb,7hj3_A,ok,0.8774860356790816,971,126,
denovo_pdb__7hj4_A,denovo_pdb,7hj4_A,ok,0.8751195128368017,971,126,
denovo_pdb__7hj5_A,denovo_pdb,7hj5_A,ok,0.8882488331125998,971,126,
denovo_pdb__7hj6_A,denovo_pdb,7hj6_A,ok,0.8841499942027491,971,126,
denovo_pdb__7hj7_A,denovo_pdb,7hj7_A,ok,0.872254053040346,971,126,
denovo_pdb__7hj8_A,denovo_pdb,7hj8_A,ok,0.8837673706094759,971,126,
denovo_pdb__7hj9_A,denovo_pdb,7hj9_A,ok,0.8784336635830484,971,126,
denovo_pdb__7hja_A,denovo_pdb,7hja_A,ok,0.8748968912718461,971,126,
denovo_pdb__7hjb_A,denovo_pdb,7hjb_A,ok,0.8821032225708554,971,126,
denovo_pdb__7hjc_A,denovo_pdb,7hjc_A,ok,0.8792023964105267,971,126,
denovo_pdb__7hjd_A,denovo_pdb,7hjd_A,ok,0.8837098810766237,971,126,
denovo_pdb__7hje_A,denovo_pdb,7hje_A,ok,0.875686525745118,971,126,
denovo_pdb__7hjf_A,denovo_pdb,7hjf_A,ok,0.8868143358105717,971,126,
denovo_pdb__7hjg_A,denovo_pdb,7hjg_A,ok,0.879982666195872,971,126,
denovo_pdb__7hjh_A,denovo_pdb,7hjh_A,ok,0.8785786877126631,971,126,
denovo_pdb__7hji_A,denovo_pdb,7hji_A,ok,0.8790665914365952,971,126,
denovo_pdb__7hjj_A,denovo_pdb,7hjj_A,ok,0.8832348013634,971,126,
denovo_pdb__7hjk_A,denovo_pdb,7hjk_A,ok,0.8753347184493584,971,126,
denovo_pdb__7hjl_A,denovo_pdb,7hjl_A,ok,0.8834706398461996,971,126,
denovo_pdb__7hjm_A,denovo_pdb,7hjm_A,ok,0.8859303238090337,971,126,
denovo_pdb__7hjn_A,denovo_pdb,7hjn_A,ok,0.8805548225996409,971,126,
denovo_pdb__7hjo_A,denovo_pdb,7hjo_A,ok,0.8832118668074477,971,126,
denovo_pdb__7hjp_A,denovo_pdb,7hjp_A,ok,0.8800771488954411,971,126,
denovo_pdb__7hjq_A,denovo_pdb,7hjq_A,ok,0.8761371014921344,971,126,
denovo_pdb__7hjr_A,denovo_pdb,7hjr_A,ok,0.8838865613922011,971,126,
denovo_pdb__7hjs_A,denovo_pdb,7hjs_A,ok,0.8726405664575124,971,126,
denovo_pdb__7hjt_A,denovo_pdb,7hjt_A,ok,0.8751179979835991,971,126,
denovo_pdb__7hju_A,denovo_pdb,7hju_A,ok,0.8805400348492545,971,126,
denovo_pdb__7hjv_A,denovo_pdb,7hjv_A,ok,0.872376531295038,971,126,
denovo_pdb__7hjw_A,denovo_pdb,7hjw_A,ok,0.8846843892275639,971,126,
denovo_pdb__7hjx_A,denovo_pdb,7hjx_A,ok,0.877623805023562,971,126,
denovo_pdb__7hjy_A,denovo_pdb,7hjy_A,ok,0.8808589340884024,971,126,
denovo_pdb__7hjz_A,denovo_pdb,7hjz_A,ok,0.8749154823462745,971,126,
denovo_pdb__7hk0_A,denovo_pdb,7hk0_A,ok,0.8747003170838596,971,126,
denovo_pdb__7hk1_A,denovo_pdb,7hk1_A,ok,0.8762271411719964,971,126,
denovo_pdb__7hk2_A,denovo_pdb,7hk2_A,ok,0.8783107511140633,971,126,
denovo_pdb__7hk3_A,denovo_pdb,7hk3_A,ok,0.8777385056731932,971,126,
denovo_pdb__7hk4_A,denovo_pdb,7hk4_A,ok,0.8734142456144859,971,126,
denovo_pdb__7kuw_A,denovo_pdb,7kuw_A,ok,0.6817259941620227,507,62,
denovo_pdb__7mcc_A,denovo_pdb,7mcc_A,ok,0.5716332874923438,1447,190,
denovo_pdb__7osu_A,denovo_pdb,7osu_A,ok,0.7850439841190084,1441,183,
denovo_pdb__7osv_A,denovo_pdb,7osv_A,ok,0.6787233623895634,1353,173,
denovo_pdb__7ot7_A,denovo_pdb,7ot7_A,ok,0.8116279666076915,1415,183,
denovo_pdb__7p12_A,denovo_pdb,7p12_A,ok,0.7908755875788842,1252,184,
denovo_pdb__7qnl_AAA,denovo_pdb,7qnl_AAA,ok,0.889164548376259,1823,240,
denovo_pdb__7rmx_A,denovo_pdb,7rmx_A,ok,0.7437183364784185,1866,229,
denovo_pdb__7smj_A,denovo_pdb,7smj_A,ok,0.6882378311254829,1322,174,
denovo_pdb__7sq3_A,denovo_pdb,7sq3_A,ok,0.436929597882264,1069,146,
denovo_pdb__7sq4_A,denovo_pdb,7sq4_A,ok,0.802493847700253,389,48,
denovo_pdb__7sq5_A,denovo_pdb,7sq5_A,ok,0.4254323623703852,1069,140,
denovo_pdb__7tal_A,denovo_pdb,7tal_A,ok,0.7812389827174788,1577,196,
denovo_pdb__7tjl_A,denovo_pdb,7tjl_A,ok,0.5982486214824912,732,85,
denovo_pdb__7udo_A,denovo_pdb,7udo_A,ok,0.8244144976025043,1365,171,
denovo_pdb__7uek_A,denovo_pdb,7uek_A,ok,0.8502215879215804,1832,228,
denovo_pdb__7ur7_A,denovo_pdb,7ur7_A,ok,0.8378944067195724,534,63,
denovo_pdb__7ur8_A,denovo_pdb,7ur8_A,ok,0.6842675569612839,593,71,
denovo_pdb__7vql_A,denovo_pdb,7vql_A,ok,0.8046778692193796,908,115,
denovo_pdb__7vqv_A,denovo_pdb,7vqv_A,ok,0.8295315005804239,922,115,
denovo_pdb__7vty_A,denovo_pdb,7vty_A,ok,0.8297904062229905,715,90,
denovo_pdb__7vu4_A,denovo_pdb,7vu4_A,ok,0.8162584672771309,931,117,
denovo_pdb__8a3k_UNK,denovo_pdb,8a3k_UNK,ok,0.6257683013849696,823,127,
denovo_pdb__8ah9_A,denovo_pdb,8ah9_A,ok,0.8358132587975812,925,115,
denovo_pdb__8bcs_A,denovo_pdb,8bcs_A,ok,0.902563327166643,326,49,
denovo_pdb__8bl3_A,denovo_pdb,8bl3_A,ok,0.8268159797524115,1137,141,
denovo_pdb__8bl5_A,denovo_pdb,8bl5_A,ok,0.6146259441160253,936,117,
denovo_pdb__8bl6_A,denovo_pdb,8bl6_A,ok,0.7434602249800706,1135,139,
denovo_pdb__8bl9_A,denovo_pdb,8bl9_A,ok,0.7905777034787269,921,116,
denovo_pdb__8bu0_A,denovo_pdb,8bu0_A,ok,0.9101429552437807,1148,136,
denovo_pdb__8ch0_A,denovo_pdb,8ch0_A,ok,0.9036531836033628,1148,136,
denovo_pdb__8chy_A,denovo_pdb,8chy_A,ok,0.9151576217265154,2296,272,
denovo_pdb__8cig_A,denovo_pdb,8cig_A,ok,0.9062321118330539,1148,136,
denovo_pdb__8ckr_A,denovo_pdb,8ckr_A,ok,0.9055590460154306,1148,136,
denovo_pdb__8cmq_A,denovo_pdb,8cmq_A,ok,0.9072065863010953,1148,136,
denovo_pdb__8cqq_A,denovo_pdb,8cqq_A,ok,0.9128715097742803,2296,272,
denovo_pdb__8cux_B,denovo_pdb,8cux_B,ok,0.5463977252410226,923,119,
denovo_pdb__8d03_A,denovo_pdb,8d03_A,ok,0.5213848381687922,538,65,
denovo_pdb__8d05_A,denovo_pdb,8d05_A,ok,0.7991766860707614,468,60,
denovo_pdb__8d9o_A,denovo_pdb,8d9o_A,ok,0.8328582682804555,1572,194,
denovo_pdb__8d9p_A,denovo_pdb,8d9p_A,ok,0.8442839748610713,1581,195,
denovo_pdb__8eov_A,denovo_pdb,8eov_A,ok,0.8808934228930967,1181,139,
denovo_pdb__8eoz_B,denovo_pdb,8eoz_B,ok,0.4174969290672476,1874,227,
denovo_pdb__8etq_A,denovo_pdb,8etq_A,ok,0.4460173521606075,1976,277,
denovo_pdb__8fjf_A,denovo_pdb,8fjf_A,ok,0.5747474925009374,978,127,
denovo_pdb__8fjg_A,denovo_pdb,8fjg_A,ok,0.8086645899145899,877,104,
denovo_pdb__8g9j_A,denovo_pdb,8g9j_A,ok,0.8813076047442441,1486,201,
denovo_pdb__8gl3_A,denovo_pdb,8gl3_A,ok,0.41235976706345806,1600,189,
denovo_pdb__8j1w_A,denovo_pdb,8j1w_A,ok,0.4814670665537215,1395,175,
denovo_pdb__8j1x_A,denovo_pdb,8j1x_A,ok,0.43276526847191776,1389,174,
denovo_pdb__8j98_A,denovo_pdb,8j98_A,ok,0.4422627443450776,1473,184,
denovo_pdb__8ju8_A,denovo_pdb,8ju8_A,ok,0.737455452402498,1068,139,
denovo_pdb__8k7o_A,denovo_pdb,8k7o_A,ok,0.8248392522857375,1717,233,
denovo_pdb__8k7z_A,denovo_pdb,8k7z_A,ok,0.4970284906524379,1153,172,
denovo_pdb__8k8f_A,denovo_pdb,8k8f_A,ok,0.866144333789588,1300,179,
denovo_pdb__8k8g_A,denovo_pdb,8k8g_A,ok,0.38637655635192225,1432,209,
denovo_pdb__8k8i_A,denovo_pdb,8k8i_A,ok,0.6224248839671036,1357,211,
denovo_pdb__8ka7_A,denovo_pdb,8ka7_A,ok,0.5225337968327539,827,115,
denovo_pdb__8kac_A,denovo_pdb,8kac_A,ok,0.8934941623294417,860,121,
denovo_pdb__8kc0_A,denovo_pdb,8kc0_A,ok,0.8013044920219626,849,115,
denovo_pdb__8kc1_A,denovo_pdb,8kc1_A,ok,0.7796628399338814,632,83,
denovo_pdb__8kc4_A,denovo_pdb,8kc4_A,ok,0.7909412456638113,1119,151,
denovo_pdb__8kc8_A,denovo_pdb,8kc8_A,ok,0.7971603651968142,1612,227,
denovo_pdb__8kcj_A,denovo_pdb,8kcj_A,ok,0.8581237637144561,1300,179,
denovo_pdb__8kck_A,denovo_pdb,8kck_A,ok,0.48708342970678453,1406,206,
denovo_pdb__8kdq_A,denovo_pdb,8kdq_A,ok,0.800667558955901,1717,233,
denovo_pdb__8oys_A,denovo_pdb,8oys_A,ok,0.7802077561774776,1367,190,
denovo_pdb__8oyw_A,denovo_pdb,8oyw_A,ok,0.6172528382510566,1471,178,
denovo_pdb__8p4y_A,denovo_pdb,8p4y_A,ok,0.42912104333061907,1622,191,
denovo_pdb__8pf0_A,denovo_pdb,8pf0_A,ok,0.6979236211315228,1223,153,
denovo_pdb__8q52_A,denovo_pdb,8q52_A,ok,0.7927574474705623,2405,320,
denovo_pdb__8qad_A,denovo_pdb,8qad_A,ok,0.5044606108001317,952,145,
denovo_pdb__8qaf_A,denovo_pdb,8qaf_A,ok,0.642403388035998,367,59,
denovo_pdb__8qkd_A,denovo_pdb,8qkd_A,ok,0.880299506347354,1924,281,
denovo_pdb__8qup_A,denovo_pdb,8qup_A,ok,0.7612683382891527,884,114,
denovo_pdb__8qzn_A,denovo_pdb,8qzn_A,ok,0.8451519558920182,2567,346,
denovo_pdb__8r8o_A,denovo_pdb,8r8o_A,ok,0.7020977659071307,2140,262,
denovo_pdb__8sjf_A,denovo_pdb,8sjf_A,ok,0.816587663160806,818,107,
denovo_pdb__8tnm_A,denovo_pdb,8tnm_A,ok,0.6921786050472903,1065,136,
denovo_pdb__8vc8_A,denovo_pdb,8vc8_A,ok,0.7690478146259138,1500,197,
denovo_pdb__8vei_A,denovo_pdb,8vei_A,ok,0.850883416150531,997,117,
denovo_pdb__8vez_A,denovo_pdb,8vez_A,ok,0.833850564221145,897,115,
denovo_pdb__8w97_A,denovo_pdb,8w97_A,ok,0.6179754015304162,1053,135,
denovo_pdb__8xyr_A,denovo_pdb,8xyr_A,ok,0.6868722699027932,1330,165,
denovo_pdb__8xyu_A,denovo_pdb,8xyu_A,ok,0.6750408079035335,1361,169,
denovo_pdb__8xyw_A,denovo_pdb,8xyw_A,ok,0.8670448981257312,856,105,
denovo_pdb__8y33_A,denovo_pdb,8y33_A,ok,0.44860529700872176,1473,184,
denovo_pdb__9bk7_A,denovo_pdb,9bk7_A,ok,0.6538156131235426,739,102,
denovo_pdb__9cte_A,denovo_pdb,9cte_A,ok,0.6824795118957363,901,110,
denovo_pdb__9d01_A,denovo_pdb,9d01_A,ok,0.8230358442613218,2972,369,
denovo_pdb__9db8_A,denovo_pdb,9db8_A,ok,0.7920577368795465,818,107,
denovo_pdb__9db9_A,denovo_pdb,9db9_A,ok,0.8043841125413413,818,107,
denovo_pdb__9dba_A,denovo_pdb,9dba_A,ok,0.773035917526731,818,107,
denovo_pdb__9dbb_A,denovo_pdb,9dbb_A,ok,0.8040882694541232,818,107,
denovo_pdb__9dbc_A,denovo_pdb,9dbc_A,ok,0.798379214233897,832,109,
denovo_pdb__9dbd_A,denovo_pdb,9dbd_A,ok,0.6487898268857347,2471,326,
denovo_pdb__9dbu_A,denovo_pdb,9dbu_A,ok,0.5569348071647572,790,106,
denovo_pdb__9dbv_A,denovo_pdb,9dbv_A,ok,0.5671524214239898,798,107,
denovo_pdb__9dbw_A,denovo_pdb,9dbw_A,ok,0.8255948380696364,798,107,
denovo_pdb__9dcx_A,denovo_pdb,9dcx_A,ok,0.5160409230669992,1965,257,
denovo_pdb__9dd2_A,denovo_pdb,9dd2_A,ok,0.5267855959321207,1979,258,
denovo_pdb__9de4_A,denovo_pdb,9de4_A,ok,0.8442564298550184,790,106,
denovo_pdb__9dea_A,denovo_pdb,9dea_A,ok,0.5173514744745077,609,79,
denovo_pdb__9ded_A,denovo_pdb,9ded_A,ok,0.7883357085321272,954,114,
denovo_pdb__9dw2_A,denovo_pdb,9dw2_A,ok,0.8828534831778889,971,126,
denovo_pdb__9fw5_A,denovo_pdb,9fw5_A,ok,0.5762942296207823,1477,197,
denovo_pdb__9fw7_A,denovo_pdb,9fw7_A,ok,0.7536913386910806,1503,199,
denovo_pdb__9fwa_A,denovo_pdb,9fwa_A,ok,0.46801994996263446,1532,202,
denovo_pdb__9gvf_A,denovo_pdb,9gvf_A,ok,0.8564355702361819,1571,211,
denovo_pdb__9h10_A,denovo_pdb,9h10_A,ok,0.8635959610324966,1552,208,
denovo_pdb__9h3c_A,denovo_pdb,9h3c_A,ok,0.8411066755378134,1561,212,
denovo_pdb__9h4c_A,denovo_pdb,9h4c_A,ok,0.5386995813124404,828,106,
denovo_pdb__9hag_A,denovo_pdb,9hag_A,ok,0.731745116135979,857,112,
denovo_pdb__9hnh_A,denovo_pdb,9hnh_A,ok,0.8807396124034548,1259,151,
denovo_pdb__9jl8_A,denovo_pdb,9jl8_A,ok,0.8370778085938985,1340,166,
denovo_pdb__9jl9_A,denovo_pdb,9jl9_A,ok,0.8147955052403214,1320,165,
denovo_pdb__9jla_A,denovo_pdb,9jla_A,ok,0.8497238210000824,1346,166,
denovo_pdb__9jwo_A,denovo_pdb,9jwo_A,ok,0.8333165739597521,2035,280,
denovo_pdb__9jwq_A,denovo_pdb,9jwq_A,ok,0.8200935900872213,2077,286,
denovo_pdb__9jwt_A,denovo_pdb,9jwt_A,ok,0.7899964736287752,2128,292,
denovo_pdb__9kgz_A,denovo_pdb,9kgz_A,ok,0.855769576633934,1003,125,
denovo_pdb__9lm8_A,denovo_pdb,9lm8_A,ok,0.7887505980306049,3017,381,
denovo_pdb__9lni_A,denovo_pdb,9lni_A,ok,0.8534931584234907,1724,212,
denovo_pdb__9lns_A,denovo_pdb,9lns_A,ok,0.8921790171825152,521,64,
denovo_pdb__9mrb_A,denovo_pdb,9mrb_A,ok,0.5090409659506353,1131,141,
denovo_pdb__9mxx_A,denovo_pdb,9mxx_A,ok,0.7210832352326642,1157,149,
denovo_pdb__9n0j_A,denovo_pdb,9n0j_A,ok,0.9066918965914031,960,126,
denovo_pdb__9qdp_A,denovo_pdb,9qdp_A,ok,0.4525047267521518,1518,206,
denovo_pdb__9qrf_A,denovo_pdb,9qrf_A,ok,0.8011239470756516,1630,202,
denovo_pdb__9quc_A,denovo_pdb,9quc_A,ok,0.4386642481098485,1320,171,
denovo_pdb__9qud_A,denovo_pdb,9qud_A,ok,0.45943759911051163,1311,170,
denovo_pdb__9qui_A,denovo_pdb,9qui_A,ok,0.4246627232396769,1311,170,
denovo_pdb__9qul_A,denovo_pdb,9qul_A,ok,0.4306619980353723,1304,169,
denovo_pdb__9quo_A,denovo_pdb,9quo_A,ok,0.4336188582634274,1313,170,
denovo_pdb__9r00_A,denovo_pdb,9r00_A,ok,0.7683317722181935,1083,129,
denovo_pdb__9r0z_A,denovo_pdb,9r0z_A,ok,0.8310420035347649,806,100,
denovo_pdb__9r17_A,denovo_pdb,9r17_A,ok,0.8061201995591135,822,105,
denovo_pdb__9r1j_A,denovo_pdb,9r1j_A,ok,0.5778720034696667,964,132,
denovo_pdb__9r1k_A,denovo_pdb,9r1k_A,ok,0.5913576164033779,859,126,
denovo_pdb__9r1l_A,denovo_pdb,9r1l_A,ok,0.5855661744520841,973,133,
denovo_pdb__9r1m_A,denovo_pdb,9r1m_A,ok,0.6048248145094807,821,129,
denovo_pdb__9r1n_A,denovo_pdb,9r1n_A,ok,0.8584771785036228,943,132,
denovo_pdb__9r2k_A,denovo_pdb,9r2k_A,ok,0.6092008086668286,1508,177,
denovo_pdb__9r7f_A,denovo_pdb,9r7f_A,ok,0.5766657625016953,1486,202,
denovo_pdb__9raa_A,denovo_pdb,9raa_A,ok,0.8573374123962798,1552,208,
denovo_pdb__9raq_A,denovo_pdb,9raq_A,ok,0.8442366500249254,1554,208,
denovo_pdb__9rar_A,denovo_pdb,9rar_A,ok,0.8576769690927218,1555,208,
denovo_pdb__9rb0_A,denovo_pdb,9rb0_A,ok,0.8596881628953223,1554,208,
denovo_pdb__9rbe_A,denovo_pdb,9rbe_A,ok,0.8708780061052789,1555,208,
denovo_pdb__9szu_A,denovo_pdb,9szu_A,ok,0.4148893602283822,2482,322,
denovo_pdb__9tas_A,denovo_pdb,9tas_A,ok,0.8568674509186764,964,126,
denovo_pdb__9tau_A,denovo_pdb,9tau_A,ok,0.8699800143952259,923,120,
denovo_pdb__9ugr_A,denovo_pdb,9ugr_A,ok,0.41093827562957974,1566,181,
denovo_pdb__9v3a_A,denovo_pdb,9v3a_A,ok,0.8342117171071894,938,120,
denovo_pdb__9v4l_A,denovo_pdb,9v4l_A,ok,0.8297930660388246,565,68,
denovo_pdb__9vp8_A,denovo_pdb,9vp8_A,ok,0.7281029630855819,979,129,
denovo_pdb__9vvn_A,denovo_pdb,9vvn_A,ok,0.7456220428731889,1308,167,
denovo_pdb__9x1w_A,denovo_pdb,9x1w_A,ok,0.8089634953200685,676,88,
denovo_pdb__9x1x_A,denovo_pdb,9x1x_A,ok,0.7436007186004172,691,90,
denovo_pdb__9xzo_A,denovo_pdb,9xzo_A,ok,0.7529249494863945,939,120,
foldbench100__5sbj_A,foldbench100,5sbj_A,ok,0.608451022119043,188,26,
foldbench100__7pv5_A,foldbench100,7pv5_A,ok,0.7353692168952645,617,75,
foldbench100__7qp5_A,foldbench100,7qp5_A,ok,0.3494671901289961,1936,241,
foldbench100__7qsj_A,foldbench100,7qsj_A,ok,0.7282027044614938,2688,346,
foldbench100__7t9r_A,foldbench100,7t9r_A,ok,0.41001846997140134,316,38,
foldbench100__7tjb_A,foldbench100,7tjb_A,ok,0.7628835844929299,1770,222,
foldbench100__7tlh_A,foldbench100,7tlh_A,ok,0.6278394724598985,939,124,
foldbench100__7uba_A,foldbench100,7uba_A,ok,0.34408839855340284,1492,187,
foldbench100__7uk8_A,foldbench100,7uk8_A,ok,0.5824525704840655,3137,383,
foldbench100__7ur2_A,foldbench100,7ur2_A,ok,0.8008087800154224,1277,160,
foldbench100__7ur7_A,foldbench100,7ur7_A,ok,0.8372172300475884,534,63,
foldbench100__7urp_A,foldbench100,7urp_A,ok,0.5015443669909394,1185,159,
foldbench100__7uvg_A,foldbench100,7uvg_A,ok,0.305176933435206,1301,166,
foldbench100__7uww_A,foldbench100,7uww_A,ok,0.32501881594805326,4835,632,
foldbench100__7v3o_A,foldbench100,7v3o_A,ok,0.54431994947297,2200,277,
foldbench100__7w15_A,foldbench100,7w15_A,ok,0.7369832504301036,2354,293,
foldbench100__7wz5_A,foldbench100,7wz5_A,ok,0.3246675286294791,1256,161,
foldbench100__7wzm_A,foldbench100,7wzm_A,ok,0.7840265398952511,3469,458,
foldbench100__7x3h_A,foldbench100,7x3h_A,ok,0.6783891667315326,2196,276,
foldbench100__7x4p_A,foldbench100,7x4p_A,ok,0.583802541544477,2514,306,
foldbench100__7x8l_A,foldbench100,7x8l_A,ok,0.7803990147227922,3932,511,
foldbench100__7xcd_A,foldbench100,7xcd_A,ok,0.377650808959497,1438,178,
foldbench100__7xg9_A,foldbench100,7xg9_A,ok,0.4682419058801144,2181,286,
foldbench100__7xi5_A,foldbench100,7xi5_A,ok,0.9246662844975843,439,57,
foldbench100__7xjr_A,foldbench100,7xjr_A,ok,0.7246114485070972,2493,306,
foldbench100__7xlz_A,foldbench100,7xlz_A,ok,0.6122149863693565,1917,241,
foldbench100__7xp9_A,foldbench100,7xp9_A,ok,0.6145100625244236,613,76,
foldbench100__7xq4_A,foldbench100,7xq4_A,ok,0.47452957441662735,3676,489,
foldbench100__7xrx_A,foldbench100,7xrx_A,ok,0.3773783322798,3003,398,
foldbench100__7xyr_A,foldbench100,7xyr_A,ok,0.6900605980766698,4383,546,
foldbench100__7xz3_A,foldbench100,7xz3_A,ok,0.2784787084908359,2198,273,
foldbench100__7y3h_A,foldbench100,7y3h_A,ok,0.7114457878148404,2988,396,
foldbench100__7y4h_A,foldbench100,7y4h_A,ok,0.6579031543945568,2546,329,
foldbench100__7y54_A,foldbench100,7y54_A,ok,0.8271713883731966,775,100,
foldbench100__7y5j_A,foldbench100,7y5j_A,ok,0.8451475463618469,753,95,
foldbench100__7y5m_A,foldbench100,7y5m_A,ok,0.7339774870782657,1237,155,
foldbench100__7y5r_A,foldbench100,7y5r_A,ok,0.8111943378156364,812,105,
foldbench100__7y8h_A,foldbench100,7y8h_A,ok,0.8258627617304344,732,92,
foldbench100__7y8i_A,foldbench100,7y8i_A,ok,0.7366898384788387,665,82,
foldbench100__7yd4_A,foldbench100,7yd4_A,ok,0.3909504180310157,1275,179,
foldbench100__7yhr_A,foldbench100,7yhr_A,ok,0.5150282004724183,471,59,
foldbench100__7ykm_A,foldbench100,7ykm_A,ok,0.834310897780839,635,81,
foldbench100__7ylr_A,foldbench100,7ylr_A,ok,0.7476039897820608,2467,326,
foldbench100__7yug_A,foldbench100,7yug_A,ok,0.5241356848727667,953,117,
foldbench100__7yyg_A,foldbench100,7yyg_A,ok,0.383174622821132,2067,275,
foldbench100__7z65_A,foldbench100,7z65_A,ok,0.6445191323962643,2218,283,
