pdb_id,sample_idx,lddt,dockq,irmsd,lrmsd,fnat
8v52-assembly1,0,0.24831900161893278,0.026633182540535927,,,0.04328714763497372
8v52-assembly1,1,0.25868820713976787,0.01698344573378563,,,0.01832298136645963
8v52-assembly1,2,0.24589909567121682,0.021686673164367676,,,0.030617932791845832
8v52-assembly1,3,0.2757872860859328,0.02334301546216011,,,0.030586080586080585
8v52-assembly1,4,0.2766210887224804,0.020138651132583618,,,0.022264691829909224
8v52-assembly1,5,0.2855025159443317,0.016984576359391212,,,0.0179168657429527
8v52-assembly1,6,0.29594228027789715,0.02148798480629921,,,0.021922280617932794
8v52-assembly1,7,0.2857413052596368,0.016311226412653923,,,0.01829112916069438
8v52-assembly1,8,0.2854304871563361,0.030990418046712875,,,0.05635451505016723
8v52-assembly1,9,0.2910237430404838,0.018864167854189873,,,0.009874183787227264
8v52-assembly1,10,0.24954888092416366,0.02074357680976391,,,0.025959547698678136
8v52-assembly1,11,0.2526413822210085,0.02120961807668209,,,0.030275521579869406
8v52-assembly1,12,0.2530314156580459,0.026538347825407982,,,0.042108616021659495
8v52-assembly1,13,0.26477586470478326,0.03223877772688866,,,0.05903010033444816
8v52-assembly1,14,0.2718877683684843,0.02466847188770771,,,0.04108138238573022
8v52-assembly1,15,0.2605446225691509,0.024976300075650215,,,0.037537824494346235
8v52-assembly1,16,0.25871809663682727,0.02692870981991291,,,0.04397197005892658
8v52-assembly1,17,0.27080700988738027,0.03150513395667076,,,0.053782449434623354
8v52-assembly1,18,0.28968655554089207,0.02721800096333027,,,0.038843764930721454
8v52-assembly1,19,0.2773469298423272,0.020572543144226074,,,0.032791845835324095
8v52-assembly1,20,0.26476639153085185,0.028350764885544777,,,0.044433827042522696
8v52-assembly1,21,0.26928607547963657,0.030486831441521645,,,0.048001274088230614
8v52-assembly1,22,0.26444544693127964,0.03230168670415878,,,0.05039815257206561
8v52-assembly1,23,0.27457063655808883,0.03342520818114281,,,0.05254021340977862
8v52-assembly1,24,0.25076046720387185,0.02095842733979225,,,0.025242873068960028
